region206,3,2,0,144
region207,4,0,0,122
region208,1,0,0,121
region209,3,2,0,172
region210,4,3,0,93
region211,3,4,0,224
region212,2,4,0,164
region213,4,2,0,103
region214,4,1,0,213
region215,4,2,0,24
region216,0,0,0,86
region217,2,2,0,5
region218,2,1,0,181
region219,0,2,0,48
region220,3,2,0,31
region221,4,1,0,223
region222,1,4,0,89
region223,3,4,0,226
region224,4,3,0,231
region225,4,0,0,161
region226,4,3,0,57
region227,3,2,0,164
region228,4,1,0,189
region229,0,4,0,150
region230,3,4,0,231
region231,0,1,0,206
region232,2,0,0,214
region233,0,2,0,82
region234,4,1,0,141
region235,1,1,0,136
region236,0,4,0,135
region237,4,3,0,239
region238,1,4,0,115
region239,0,0,0,81
region240,0,3,0,54
region241,2,1,0,116
region242,3,2,0,89
region243,2,4,0,129
region244,1,3,0,67
region245,0,4,0,225
region246,4,0,0,69
region247,4,4,0,126
region248,2,3,0,20
region249,2,4,0,138
region250,1,4,0,16
region251,2,3,0,172
region252,3,3,0,199
region253,4,0,0,149
region254,1,4,0,111
region255,1,4,0,48
region256,4,3,0,216
region257,1,2,0,192
region258,4,1,0,38
region259,0,3,0,92
region260,1,3,0,121
region261,0,1,0,208
region262,0,3,0,217
region263,0,1,0,225
region264,3,3,0,97
region265,4,0,0,215
region266,2,3,0,61
region267,2,1,0,103
region268,2,3,0,233
region269,4,4,0,206
region270,2,3,0,159
region271,2,2,0,171
region272,0,2,0,203
region273,4,0,0,77
region274,4,0,0,21
region275,0,1,0,112
region276,1,4,0,82
region277,3,4,0,87
region278,3,3,0,158
region279,3,0,0,102
region280,4,1,0,239
region281,4,0,0,180
region282,3,4,0,5
region283,0,1,0,191
region284,1,2,0,197
region285,1,0,0,143
region286,0,0,0,52
region287,0,0,0,67
region288,3,3,0,41
region289,2,4,0,89
region290,2,1,0,132
region291,3,3,0,65
region292,3,0,0,153
region293,1,3,0,175
region294,4,1,0,132
region295,0,4,0,58
region296,2,1,0,91
region297,4,2,0,10
region298,4,1,0,24
region299,2,4,0,194
region300,0,1,0,150
region301,1,4,0,130
region302,3,3,0,127
region303,2,2,0,197
region304,0,1,0,191
region305,1,4,0,64
region306,4,4,0,45
region307,0,4,0,156
region308,4,3,0,78
region309,0,2,0,29
region310,0,4,0,6
region311,3,0,0,235
region312,3,3,0,34
region313,2,3,0,232
region314,4,2,0,54
region315,1,0,0,162
region316,2,3,0,169
region317,4,4,0,125
region318,3,4,0,203
region319,2,0,0,3
region320,1,2,0,220
region321,1,1,0,56
region322,0,3,0,119
region323,0,2,0,148
region324,4,1,0,112
region325,3,2,0,207
region326,3,1,0,72
region327,0,4,0,201
region328,2,3,0,172
region329,2,1,0,219
region330,1,2,0,71
region331,4,2,0,121
region332,0,1,0,143
region333,0,4,0,128
region334,4,4,0,75
region335,3,0,0,57
region336,4,1,0,212
region337,4,2,0,155
region338,1,4,0,70
region339,2,3,0,156
region340,0,4,0,195
region341,0,0,0,21
region342,0,2,0,140
region343,3,2,0,144
region344,2,1,0,103
region345,0,4,0,158
region346,4,1,0,9
region347,0,1,0,221
region348,3,4,0,224
region349,2,1,0,52
region350,2,3,0,65
region351,4,4,0,16
region352,2,1,0,183
region353,4,3,0,234
region354,0,2,0,30
region355,2,1,0,64
region356,0,3,0,73
region357,1,1,0,217
region358,1,4,0,161
region359,4,0,0,68
region360,2,1,0,134
region361,0,4,0,85
region362,4,2,0,105
region363,0,4,0,141
region364,4,3,0,62
region365,2,0,0,98
region366,0,1,0,223
region367,1,3,0,72
region368,1,3,0,101
region369,3,2,0,25
region370,0,2,0,131
region371,0,2,0,160
region372,3,1,0,122
region373,0,4,0,174
region374,0,1,0,1
region375,1,0,0,58
region376,0,2,0,44
region377,2,4,0,71
region378,3,2,0,129
region379,0,3,0,211
region380,2,1,0,37
region381,1,0,0,4
region382,2,0,0,122
region383,3,0,0,183
region384,2,4,0,95
region385,2,1,0,3
region386,2,4,0,180
region387,1,3,0,197
region388,3,3,0,50
region389,4,3,0,190
region390,4,4,0,237
region391,0,1,0,236
region392,0,2,0,16
region393,0,0,0,160
region394,3,2,0,19
region395,3,4,0,97
region396,4,1,0,138
region397,0,1,0,56
region398,4,4,0,138
region399,4,2,0,60
region400,3,1,0,215
region401,3,1,0,179
region402,4,4,0,145
region403,0,0,0,222
region404,3,4,0,91
region405,2,1,0,173
region406,1,2,0,141
region407,3,2,0,179
region408,0,3,0,62
region409,2,3,0,51
region410,0,1,0,131
region411,0,4,0,86
region412,0,1,0,108
region413,3,2,0,88
region414,1,4,0,201
region415,4,1,0,56
region416,2,1,0,76
region417,3,4,0,73
region418,0,1,0,152
region419,2,1,0,210
region420,4,3,0,179
region421,3,0,0,237
region422,1,0,0,139
region423,3,2,0,79
region424,4,1,0,15
region425,4,3,0,61
region426,0,0,0,6
region427,0,0,0,100
region428,4,3,0,25
region429,0,4,0,98
region430,4,0,0,208
region431,3,1,0,4
region432,4,3,0,104
region433,2,0,0,102
region434,4,0,0,9
region435,1,0,0,62
region436,2,2,0,104
region437,2,2,0,190
region438,0,0,0,17
region439,1,3,0,56
region440,0,2,0,192
region441,1,1,0,78
region442,1,2,0,195
region443,0,2,0,63
region444,1,3,0,187
region445,2,1,0,13
region446,3,0,0,208
region447,0,3,0,72
region448,2,4,0,130
region449,0,3,0,237
region450,0,0,0,106
region451,0,4,0,193
region452,2,1,0,240
region453,2,0,0,133
region454,4,3,0,93
region455,3,3,0,163
region456,0,0,0,191
region457,1,4,0,29
region458,0,3,0,32
region459,1,0,0,146
region460,4,2,0,174
region461,1,1,0,55
region462,4,1,0,217
region463,3,2,0,141
region464,1,2,0,60
region465,4,3,0,106
region466,3,4,0,46
region467,4,4,0,240
region468,3,2,0,173
region469,3,1,0,133
region470,3,4,0,2
region471,2,0,0,217
region472,3,4,0,55
region473,4,4,0,3
region474,0,2,0,58
region475,0,0,0,104
region476,3,0,0,173
region477,0,4,0,73
region478,4,4,0,44
region479,4,4,0,81
region480,3,4,0,165
region481,4,1,0,218
region482,0,2,0,87
region483,1,0,0,214
region484,0,1,0,215
region485,4,2,0,177
region486,2,0,0,124
region487,3,2,0,81
region488,1,2,0,172
region489,2,0,0,155
region490,2,0,0,29
region491,2,2,0,92
region492,1,0,0,81
region493,4,2,0,57
region494,3,0,0,235
region495,1,3,0,114
region496,3,4,0,21
region497,3,2,0,119
region498,2,0,0,155
region499,3,2,0,80
region500,2,3,0,167
region501,0,1,0,67
region502,3,0,0,126
region503,2,0,0,23
region504,3,0,0,79
region505,1,0,0,81
region506,4,4,0,177
region507,3,3,0,216
region508,3,0,0,133
region509,0,1,0,217
region510,4,3,0,144
region511,0,2,0,218
region512,2,0,0,233
region513,4,3,0,154
region514,3,0,0,88
region515,0,2,0,33
region516,3,1,0,126
region517,0,4,0,110
region518,3,4,0,192
region519,1,0,0,126
region520,0,4,0,64
region521,1,3,0,9
region522,3,3,0,187
region523,2,0,0,119
region524,0,2,0,69
region525,1,0,0,29
region526,0,0,0,162
region527,3,4,0,150
region528,2,0,0,77
region529,4,3,0,189
region530,2,3,0,195
region531,2,4,0,38
region532,2,0,0,199
region533,3,3,0,110
region534,4,1,0,7
region535,3,3,0,87
region536,1,1,0,201
region537,4,0,0,71
region538,3,4,0,227
region539,1,4,0,223
region540,3,0,0,30
region541,0,4,0,91
region542,4,0,0,234
region543,0,3,0,98
region544,1,1,0,240
region545,1,0,0,62
region546,1,3,0,121
region547,0,0,0,43
region548,3,4,0,189
region549,4,3,0,119
region550,2,4,0,117
region551,3,3,0,49
region552,4,3,0,4
region553,2,4,0,58
region554,2,2,0,163
region555,3,1,0,237
region556,0,2,0,36
region557,1,0,0,19
region558,2,4,0,0
region559,3,1,0,110
region560,3,3,0,118
region561,3,4,0,69
region562,1,1,0,73
region563,0,2,0,72
region564,3,0,0,108
region565,2,2,0,13
region566,0,1,0,124
region567,1,2,0,236
region568,2,3,0,52
region569,3,0,0,221
region570,1,4,0,77
region571,2,2,0,11
region572,4,1,0,177
region573,1,0,0,142
region574,1,0,0,70
region575,2,1,0,121
region576,0,3,0,219
region577,0,2,0,39
region578,2,3,0,240
region579,1,1,0,59
region580,0,3,0,206
region581,4,3,0,222
region582,1,4,0,192
region583,3,2,0,154
region584,0,4,0,194
region585,2,0,0,181
region586,2,2,0,15
region587,3,3,0,152
region588,3,0,0,124
region589,4,2,0,130
region590,4,0,0,81
region591,1,1,0,180
region592,2,4,0,195
region593,1,4,0,84
region594,4,2,0,45
region595,2,4,0,237
region596,0,4,0,139
region597,4,3,0,212
region598,0,0,0,240
region599,2,0,0,140
region600,3,4,0,101
region601,2,4,0,182
region602,3,1,0,112
region603,3,0,0,76
region604,1,3,0,209
region605,0,4,0,134
region606,3,3,0,6
region607,1,4,0,43
region608,4,1,0,226
region609,0,0,0,32
region610,0,2,0,123
region611,2,1,0,132
region612,3,3,0,47
region613,4,0,0,108
region614,0,0,0,207
region615,4,3,0,3
region616,2,1,0,23
region617,1,0,0,144
region618,4,3,0,46
region619,1,0,0,215
region620,4,1,0,74
region621,3,2,0,120
region622,0,0,0,237
region623,0,0,0,15
region624,1,2,0,220
region625,0,4,0,114
region626,2,3,0,175
region627,0,3,0,45
region628,3,1,0,200
region629,1,4,0,164
region630,3,0,0,223
region631,2,1,0,208
region632,3,1,0,93
region633,1,1,0,46
region634,2,3,0,15
region635,4,0,0,131
region636,0,0,0,38
region637,1,2,0,24
region638,4,4,0,47
region639,0,3,0,125
region640,2,4,0,168
region641,4,0,0,63
region642,0,0,0,185
region643,1,0,0,16
region644,1,1,0,57
region645,1,3,0,112
region646,3,4,0,164
region647,4,2,0,131
region648,0,4,0,6
region649,3,2,0,206
region650,2,0,0,170
region651,0,2,0,85
region652,2,0,0,187
region653,1,1,0,151
region654,4,3,0,7
region655,3,2,0,64
region656,0,3,0,237
region657,0,4,0,94
region658,0,4,0,138
region659,0,3,0,65
region660,2,2,0,63
region661,0,3,0,150
region662,1,3,0,153
region663,4,2,0,228
region664,0,3,0,180
region665,2,0,0,126
region666,1,3,0,32
region667,0,2,0,47
region668,4,4,0,183
region669,2,4,0,166
region670,2,4,0,27
region671,4,2,0,65
region672,4,3,0,24
region673,3,4,0,31
region674,1,0,0,135
region675,3,1,0,67
region676,0,3,0,193
region677,4,0,0,154
region678,2,3,0,229
region679,0,2,0,50
region680,2,1,0,141
region681,4,2,0,41
region682,2,1,0,139
region683,1,3,0,43
region684,1,4,0,161
region685,2,2,0,76
region686,3,1,0,40
region687,4,0,0,202
region688,2,1,0,95
region689,0,0,0,205
region690,2,1,0,224
region691,1,4,0,90
region692,0,4,0,210
region693,2,4,0,52
region694,4,1,0,65
region695,4,4,0,77
region696,2,0,0,103
region697,0,2,0,93
region698,3,3,0,39
region699,0,3,0,50
region700,1,0,0,104
region701,0,1,0,195
region702,2,3,0,102
region703,3,0,0,81
region704,4,4,0,16
region705,0,1,0,129
region706,2,0,0,40
region707,1,0,0,66
region708,2,2,0,63
region709,4,0,0,117
region710,1,1,0,12
region711,3,0,0,10
region712,2,3,0,218
region713,2,0,0,240
region714,4,2,0,42
region715,0,3,0,104
region716,3,2,0,234
region717,1,0,0,207
region718,1,1,0,55
region719,0,1,0,42
region720,1,3,0,195
region721,4,4,0,236
region722,2,1,0,132
region723,4,4,0,20
region724,0,1,0,115
region725,0,3,0,164
region726,3,3,0,153
region727,0,4,0,108
region728,1,3,0,191
region729,2,1,0,80
region730,4,1,0,53
region731,1,3,0,36
region732,0,3,0,221
region733,2,2,0,181
region734,0,2,0,140
region735,1,1,0,166
region736,2,3,0,13
region737,1,1,0,113
region738,3,1,0,61
region739,1,3,0,148
region740,4,4,0,97
region741,2,1,0,160
region742,2,4,0,52
region743,1,0,0,66
region744,4,0,0,108
region745,1,1,0,233
region746,1,1,0,240
region747,1,4,0,214
region748,0,4,0,198
region749,2,3,0,222
region750,1,2,0,195
region751,2,0,0,24
region752,4,4,0,171
region753,4,2,0,177
region754,2,1,0,34
region755,1,1,0,146
region756,1,0,0,130
region757,0,0,0,103
region758,4,1,0,159
region759,4,0,0,53
region760,3,1,0,47
region761,2,1,0,106
region762,0,1,0,33
region763,3,0,0,175
region764,3,2,0,153
region765,1,2,0,26
region766,4,1,0,198
region767,1,2,0,6
region768,0,1,0,180
region769,0,1,0,59
region770,1,3,0,91
region771,2,4,0,90
region772,4,0,0,64
region773,4,3,0,201
region774,3,1,0,199
region775,2,4,0,130
region776,2,2,0,51
region777,1,0,0,180
region778,3,3,0,236
region779,0,4,0,80
region780,4,3,0,149
region781,0,1,0,66
region782,3,1,0,219
region783,2,4,0,37
region784,0,1,0,37
region785,4,2,0,240
region786,4,2,0,93
region787,4,0,0,232
region788,3,0,0,194
region789,0,2,0,131
region790,1,3,0,211
region791,0,4,0,207
region792,4,2,0,96
region793,0,3,0,88
region794,4,1,0,80
region795,2,2,0,166
region796,4,2,0,97
region797,0,3,0,112
region798,1,1,0,44
region799,1,1,0,117
region800,1,0,0,169
region801,2,0,0,37
region802,0,3,0,114
region803,4,3,0,10
region804,3,3,0,100
region805,3,2,0,43
region806,0,1,0,70
region807,0,0,0,66
region808,0,2,0,238
region809,3,4,0,181
region810,3,3,0,69
region811,0,2,0,222
region812,1,1,0,118
region813,2,1,0,24
region814,1,4,0,149
region815,0,1,0,172
region816,2,2,0,10
region817,1,4,0,31
region818,3,3,0,138
region819,2,1,0,2
region820,4,3,0,234
region821,1,3,0,162
region822,1,4,0,173
region823,0,4,0,99
region824,1,2,0,41
region825,3,0,0,222
region826,2,4,0,200
region827,1,4,0,152
region828,3,1,0,202
region829,4,1,0,61
region830,4,1,0,184
region831,4,1,0,68
region832,1,2,0,206
region833,1,4,0,49
region834,1,3,0,6
region835,3,1,0,120
region836,0,2,0,174
region837,3,2,0,148
region838,2,4,0,141
region839,3,2,0,177
region840,0,2,0,130
region841,4,3,0,212
region842,0,4,0,106
region843,3,2,0,80
region844,3,4,0,118
region845,2,3,0,108
region846,3,3,0,154
region847,4,4,0,239
region848,0,4,0,36
region849,0,1,0,211
region850,1,4,0,129
region851,0,3,0,207
region852,1,0,0,167
region853,3,2,0,97
region854,4,1,0,67
region855,2,0,0,56
region856,1,0,0,94
region857,1,0,0,191
region858,4,2,0,195
region859,4,0,0,171
region860,2,4,0,114
region861,3,4,0,133
region862,2,1,0,61
region863,2,4,0,144
region864,2,1,0,18
region865,3,2,0,16
region866,0,3,0,9
region867,1,3,0,42
region868,1,3,0,100
region869,4,0,0,187
region870,1,0,0,33
region871,0,1,0,155
region872,3,3,0,62
region873,1,1,0,4
region874,1,2,0,71
region875,2,1,0,148
region876,3,3,0,31
region877,0,4,0,233
region878,3,2,0,69
region879,4,4,0,201
region880,4,0,0,177
region881,4,4,0,237
region882,3,1,0,215
region883,2,3,0,67
region884,1,2,0,176
region885,0,3,0,158
region886,2,0,0,230
region887,4,1,0,92
region888,0,1,0,218
region889,0,4,0,99
region890,2,0,0,52
region891,0,0,0,150
region892,0,3,0,96
region893,3,4,0,26
region894,4,1,0,222
region895,3,1,0,175
region896,4,0,0,80
region897,2,1,0,114
region898,2,3,0,167
region899,0,2,0,111
region900,4,0,0,223
region901,3,3,0,194
region902,2,3,0,154
region903,3,0,0,163
region904,2,0,0,145
region905,4,3,0,69
region906,1,1,0,150
region907,4,0,0,96
region908,4,4,0,120
region909,4,0,0,135
region910,3,2,0,207
region911,1,0,0,106
region912,2,3,0,101
region913,3,3,0,151
region914,1,1,0,187
region915,3,0,0,65
region916,3,4,0,16
region917,2,1,0,194
region918,0,0,0,115
region919,2,2,0,189
region920,2,1,0,5
region921,3,4,0,174
region922,2,0,0,68
region923,0,1,0,117
region924,2,2,0,95
region925,3,0,0,7
region926,3,1,0,38
region927,0,3,0,44
region928,1,3,0,130
region929,0,2,0,195
region930,0,3,0,88
region931,3,3,0,98
region932,0,3,0,94
region933,2,3,0,52
region934,3,4,0,171
region935,2,3,0,84
region936,2,3,0,177
region937,3,2,0,8
region938,1,4,0,210
region939,1,1,0,170
region940,4,4,0,120
region941,1,0,0,202
region942,1,3,0,110
region943,0,1,0,80
region944,4,4,0,148
region945,1,4,0,14
region946,4,0,0,49
region947,2,3,0,82
region948,3,1,0,150
region949,2,1,0,188
region950,3,0,0,161
region951,2,2,0,110
region952,1,0,0,155
region953,1,2,0,131
region954,4,4,0,74
region955,2,1,0,182
region956,2,1,0,240
region957,4,4,0,168
region958,2,3,0,188
region959,2,0,0,150
region960,3,0,0,233
region961,4,2,0,127
region962,4,4,0,231
region963,1,2,0,129
region964,4,0,0,97
region965,1,3,0,35
region966,2,0,0,182
region967,4,4,0,156
region968,0,4,0,140
region969,2,0,0,219
region970,4,4,0,190
region971,3,3,0,18
region972,4,1,0,147
region973,3,1,0,18
region974,1,3,0,33
region975,0,1,0,136
region976,3,1,0,198
region977,1,4,0,198
region978,3,3,0,182
region979,3,3,0,139
region980,2,2,0,218
region981,3,0,0,112
region982,0,2,0,68
region983,4,0,0,148
region984,0,4,0,240
region985,4,0,0,186
region986,0,2,0,212
region987,4,4,0,25
region988,4,3,0,9
region989,1,3,0,192
region990,4,2,0,154
region991,1,2,0,34
region992,2,2,0,55
region993,3,4,0,158
region994,4,0,0,206
region995,2,3,0,19
region996,2,2,0,109
region997,2,2,0,59
region998,3,0,0,106
region999,0,4,0,13
region1000,1,4,0,7
region1001,4,0,0,98
region1002,0,2,0,127
region1003,1,2,0,124
region1004,1,2,0,107
region1005,2,0,0,91
region1006,2,1,0,25
region1007,3,0,0,74
region1008,4,4,0,61
region1009,0,1,0,103
region1010,3,1,0,184
region1011,2,3,0,166
region1012,1,3,0,173
region1013,2,2,0,104
region1014,3,3,0,121
region1015,0,3,0,189
region1016,4,4,0,24
region1017,0,2,0,62
region1018,4,2,0,208
region1019,3,2,0,75
region1020,3,0,0,229
region1021,1,3,0,161
region1022,3,1,0,127
region1023,3,3,0,192
region1024,3,4,0,222
region1025,4,3,0,124
region1026,2,1,0,152
region1027,1,2,0,140
region1028,2,2,0,165
region1029,1,1,0,33
region1030,1,1,0,184
region1031,2,0,0,62
region1032,2,1,0,232
region1033,1,0,0,116
region1034,2,3,0,114
region1035,4,4,0,176
region1036,2,4,0,122
region1037,3,1,0,185
region1038,3,2,0,82
region1039,3,1,0,176
region1040,3,4,0,96
region1041,0,3,0,105
region1042,1,4,0,81
region1043,3,0,0,41
region1044,4,4,0,238
region1045,2,4,0,168
region1046,0,0,0,199
region1047,3,4,0,161
region1048,2,4,0,213
region1049,2,0,0,206
region1050,2,4,0,198
region1051,2,1,0,107
region1052,1,0,0,132
region1053,0,1,0,119
region1054,4,3,0,226
region1055,2,2,0,180
region1056,3,3,0,158
region1057,3,3,0,155
region1058,4,3,0,178
region1059,4,2,0,39
region1060,3,3,0,124
region1061,4,2,0,33
region1062,2,1,0,107
region1063,3,2,0,80
region1064,2,4,0,123
region1065,2,4,0,202
region1066,2,4,0,60
region1067,0,4,0,159
region1068,1,3,0,195
region1069,0,0,0,210
region1070,2,4,0,55
region1071,3,4,0,127
region1072,3,1,0,226
region1073,3,2,0,158
region1074,2,1,0,20
region1075,3,0,0,162
region1076,3,4,0,15
region1077,4,4,0,230
region1078,4,2,0,227
region1079,4,4,0,204
region1080,4,1,0,111
region1081,2,4,0,31
region1082,0,3,0,131
region1083,3,0,0,49
region1084,4,1,0,49
region1085,0,3,0,33
region1086,2,1,0,56
region1087,1,4,0,210
region1088,4,0,0,84
region1089,1,1,0,89
region1090,4,3,0,213
region1091,0,0,0,13
region1092,3,0,0,134
region1093,2,4,0,84
region1094,4,1,0,140
region1095,0,1,0,111
region1096,3,2,0,92
region1097,0,0,0,105
region1098,2,4,0,22
region1099,0,0,0,176
region1100,3,2,0,149
region1101,0,1,0,149
region1102,3,1,0,46
region1103,0,1,0,216
region1104,2,0,0,115
region1105,1,2,0,199
region1106,3,0,0,156
region1107,2,2,0,186
region1108,4,2,0,33
region1109,3,3,0,112
region1110,3,1,0,238
region1111,4,0,0,118
region1112,0,0,0,91
region1113,0,1,0,234
region1114,0,4,0,146
region1115,1,2,0,50
region1116,4,4,0,135
region1117,1,2,0,123
region1118,2,3,0,172
region1119,2,4,0,67
region1120,2,3,0,79
region1121,2,2,0,60
region1122,2,1,0,13
region1123,1,0,0,215
region1124,3,2,0,23
region1125,3,1,0,88
region1126,4,4,0,192
region1127,1,3,0,74
region1128,4,0,0,27
region1129,4,4,0,109
region1130,3,1,0,5
region1131,1,1,0,75
region1132,2,1,0,206
region1133,1,3,0,73
region1134,3,2,0,15
region1135,4,2,0,192
region1136,2,1,0,118
region1137,1,0,0,6
region1138,2,0,0,220
region1139,4,1,0,174
region1140,3,0,0,213
region1141,4,3,0,112
region1142,0,3,0,8
region1143,4,3,0,0
region1144,4,1,0,30
region1145,2,3,0,215
region1146,1,3,0,145
region1147,3,1,0,234
region1148,2,3,0,203
region1149,1,1,0,83
region1150,0,0,0,63
region1151,4,4,0,23
region1152,3,2,0,117
region1153,2,0,0,147
region1154,3,3,0,44
region1155,2,4,0,172
region1156,0,0,0,77
region1157,0,3,0,8
region1158,4,2,0,6
region1159,1,4,0,87
region1160,0,1,0,70
region1161,2,3,0,93
region1162,4,1,0,22
region1163,2,1,0,74
region1164,4,1,0,80
region1165,4,4,0,129
region1166,2,3,0,209
region1167,1,2,0,47
region1168,2,0,0,30
region1169,2,2,0,171
region1170,3,3,0,23
region1171,1,2,0,48
region1172,0,1,0,200
region1173,0,4,0,116
region1174,4,0,0,142
region1175,4,0,0,141
region1176,4,3,0,163
region1177,2,4,0,48
region1178,3,1,0,67
region1179,2,4,0,193
region1180,3,2,0,180
region1181,3,3,0,82
region1182,1,1,0,154
region1183,2,2,0,82
region1184,0,0,0,14
region1185,3,4,0,23
region1186,2,3,0,134
region1187,1,1,0,145
region1188,2,4,0,89
region1189,3,4,0,145
region1190,2,3,0,86
region1191,2,2,0,136
region1192,0,3,0,224
region1193,0,2,0,45
region1194,0,4,0,145
region1195,1,1,0,211
region1196,4,4,0,189
region1197,1,4,0,143
region1198,2,2,0,31
region1199,4,4,0,133
region1200,1,0,0,20
region1201,2,1,0,126
region1202,0,3,0,216
region1203,4,3,0,190
region1204,0,1,0,100
region1205,3,2,0,66
region1206,4,2,0,17
region1207,0,1,0,159
region1208,2,3,0,48
region1209,2,0,0,44
region1210,0,3,0,226
region1211,0,3,0,11
region1212,1,3,0,31
region1213,0,4,0,77
region1214,2,3,0,138
region1215,0,0,0,56
region1216,4,0,0,102
region1217,1,2,0,175
region1218,2,0,0,119
region1219,4,0,0,153
region1220,4,0,0,47
region1221,2,1,0,46
region1222,1,2,0,0
region1223,3,0,0,82
region1224,1,2,0,161
region1225,3,1,0,137
region1226,1,3,0,177
region1227,1,4,0,169
region1228,4,1,0,115
region1229,1,2,0,89
region1230,2,3,0,160
region1231,1,4,0,26
region1232,0,3,0,110
region1233,0,4,0,49
region1234,2,3,0,234
region1235,4,4,0,116
region1236,2,1,0,221
region1237,4,3,0,33
region1238,3,2,0,157
region1239,3,3,0,220
region1240,3,0,0,170
region1241,4,3,0,164
region1242,3,0,0,45
region1243,4,4,0,83
region1244,3,3,0,68
region1245,3,1,0,162
region1246,4,0,0,212
region1247,3,2,0,185
region1248,0,0,0,112
region1249,0,2,0,207
